symbol,side,order_type,time_in_force,original_quantity,price,average_price,order_status,order_last_filled_quantity,order_filled_accumulated_quantity,order_trade_time,usd_size
TRUMP,SELL,LIMIT,IOC,384.00,11.948888,12.053072,FILLED,169.69,384.00,1746021615378,4588.3729920000005
XRP,SELL,LIMIT,IOC,1951.0,2.1153,2.1243,FILLED,1951.0,1951.0,1746021615378,4126.9502999999995
XLM,SELL,LIMIT,IOC,5379,0.26478,0.26714,FILLED,240,5379,1746021615378,1424.25162
DOT,SELL,LIMIT,IOC,583.9,4.006,4.026,FILLED,8.1,583.9,1746021615421,2339.1034
ETC,SELL,LIMIT,IOC,500.00,16.122,16.161,FILLED,16.68,500.00,1746021615468,8061.0
TON,SELL,LIMIT,IOC,36.7,3.0954452,3.1216000,FILLED,36.7,36.7,1746021615523,113.60283884
INJ,SELL,LIMIT,IOC,32.5,9.091898,9.170000,FILLED,22.9,32.5,1746021615531,295.486685
FIL,SELL,LIMIT,IOC,2000.0,2.662,2.673,FILLED,451.8,2000.0,1746021615537,5324.0
BTCUSDC,SELL,LIMIT,IOC,0.056,92582.6,92896.8,FILLED,0.056,0.056,1746021615559,5184.6256
ETH,SELL,LIMIT,IOC,0.097,1731.32,1735.81,FILLED,0.038,0.097,1746021615660,167.93804
NEO,SELL,LIMIT,IOC,6.37,5.754,5.782,FILLED,2.55,6.37,1746021615660,36.65298
ADA,SELL,LIMIT,IOC,54,0.66142,0.66410,FILLED,54,54,1746021616140,35.716680000000004
BTC,SELL,LIMIT,IOC,0.002,92530.26,92888.00,FILLED,0.002,0.002,1746021616234,185.06052
BRETT,SELL,LIMIT,IOC,15806,0.0568936,0.0574262,FILLED,416,15806,1746021616339,899.2602416000001
ARB,SELL,LIMIT,IOC,91.5,0.313497,0.315300,FILLED,91.5,91.5,1746021616348,28.684975500000004
SHELL,SELL,LIMIT,IOC,4332,0.2198185,0.2241896,FILLED,449,4332,1746021616414,952.253742
VET,SELL,LIMIT,IOC,26135,0.025407,0.025536,FILLED,2558,26135,1746021616414,664.011945
MAGIC,SELL,LIMIT,IOC,1900.4,0.208840,0.211100,FILLED,217.4,1900.4,1746021616414,396.87953600000003
PERP,SELL,LIMIT,IOC,783.2,0.312915,0.318200,FILLED,571.2,783.2,1746021616414,245.075028
TAO,SELL,LIMIT,IOC,51.275,331.26,335.08,FILLED,0.199,51.275,1746021616473,16985.356499999998
HBAR,SELL,LIMIT,IOC,177,0.17429,0.17594,FILLED,177,177,1746021616498,30.84933
BICO,SELL,LIMIT,IOC,9943,0.1282369,0.1292737,FILLED,2562,9943,1746021616520,1275.0594967
SYN,SELL,LIMIT,IOC,4423,0.2629454,0.2664290,FILLED,799,4423,1746021616520,1163.0075042
GRASS,SELL,LIMIT,IOC,40.2,1.4722446,1.4871000,FILLED,40.2,40.2,1746021616526,59.18423292000001
ONDO,SELL,LIMIT,IOC,721.1,0.8660639,0.8743430,FILLED,410.6,721.1,1746021616578,624.51867829
1MBABYDOGE,SELL,LIMIT,IOC,10238,0.0012137,0.0012245,FILLED,10238,10238,1746021617072,12.4258606
BTCUSDC,SELL,LIMIT,IOC,0.006,92562.9,92915.9,FILLED,0.006,0.006,1746021617082,555.3774
DOT,SELL,LIMIT,IOC,116.1,4.005,4.029,FILLED,116.1,116.1,1746021617302,464.98049999999995
BNB,SELL,LIMIT,IOC,0.42,588.377,591.470,FILLED,0.42,0.42,1746021617341,247.11833999999996
AVAX,SELL,LIMIT,IOC,5,20.3743,20.4840,FILLED,1,5,1746021617343,101.87150000000001
ATOM,SELL,LIMIT,IOC,2368.82,4.197,4.219,FILLED,40.47,2368.82,1746021617352,9941.93754
ADAUSDC,SELL,LIMIT,IOC,98.6,0.658614,0.665700,FILLED,74.3,98.6,1746021617393,64.9393404
ADA,SELL,LIMIT,IOC,299,0.66121,0.66520,FILLED,299,299,1746021617414,197.70179
UNI,SELL,LIMIT,IOC,8,5.0435,5.0780,FILLED,8,8,1746021617461,40.348
APT,SELL,LIMIT,IOC,4.3,5.11814,5.17160,FILLED,4.3,4.3,1746021617470,22.008002
GALA,SELL,LIMIT,IOC,4460,0.01599,0.01615,FILLED,4085,4460,1746021617470,71.3154
ETH,SELL,LIMIT,IOC,0.014,1730.09,1737.79,FILLED,0.014,0.014,1746021617470,24.22126
EOS,SELL,LIMIT,IOC,1485.8,0.653,0.655,FILLED,1485.8,1485.8,1746021617587,970.2274
SLERF,SELL,LIMIT,IOC,35511,0.0668942,0.0673492,FILLED,11023,35511,1746021617592,2375.4799362
TIA,SELL,LIMIT,IOC,20,2.5873865,2.6140000,FILLED,20,20,1746021617620,51.747730000000004
TON,SELL,LIMIT,IOC,460.6,3.0928421,3.1232439,FILLED,86.0,460.6,1746021617645,1424.56307126
BTC,SELL,LIMIT,IOC,0.068,92533.03,92905.40,FILLED,0.068,0.068,1746021617678,6292.24604
ATA,SELL,LIMIT,IOC,2531,0.0584,0.0594,FILLED,2531,2531,1746021618569,147.8104
TAO,SELL,LIMIT,IOC,40.607,331.33,335.07,FILLED,0.758,40.607,1746021618592,13454.317309999999
FIL,SELL,LIMIT,IOC,47.7,2.660,2.677,FILLED,40.0,47.7,1746021618677,126.88200000000002
1000SHIB,SELL,LIMIT,IOC,21023,0.012719,0.012818,FILLED,21023,21023,1746021618705,267.39153699999997
1MBABYDOGE,SELL,LIMIT,IOC,99411,0.0012127,0.0012270,FILLED,61635,99411,1746021618705,120.5557197
AIOT,SELL,LIMIT,IOC,19,0.2695183,0.2725600,FILLED,19,19,1746021619131,5.1208477
RPL,SELL,LIMIT,IOC,4367.6,4.3518834,4.3928682,FILLED,86.8,4367.6,1746021619183,19007.285937840003
LDO,SELL,LIMIT,IOC,36,0.786028,0.792100,FILLED,36,36,1746021619375,28.297007999999998
REI,SELL,LIMIT,IOC,60000,0.0273577,0.0275825,FILLED,2260,60000,1746021619458,1641.462
RPL,SELL,LIMIT,IOC,319.4,4.3679361,4.4027107,FILLED,1.7,319.4,1746021620192,1395.1187903399998
BRETT,SELL,LIMIT,IOC,30211,0.0567731,0.0570483,FILLED,3931,30211,1746021622414,1715.1721241
AVAX,SELL,LIMIT,IOC,5,20.3532,20.4220,FILLED,5,5,1746021624170,101.766
ETH,SELL,LIMIT,IOC,0.071,1728.74,1734.45,FILLED,0.071,0.071,1746021625023,122.74054
ETHUSDC,SELL,LIMIT,IOC,0.400,1729.21,1735.29,FILLED,0.400,0.400,1746021625036,691.6840000000001
BTC,SELL,LIMIT,IOC,0.004,92545.54,92895.50,FILLED,0.004,0.004,1746021625036,370.18216
SOLUSDC,SELL,LIMIT,IOC,1.00,139.7454,140.4300,FILLED,1.00,1.00,1746021625036,139.7454
SOL,BUY,LIMIT,IOC,0.50,141.1446,140.4700,FILLED,0.50,0.50,1746021625036,70.5723
LAYER,SELL,LIMIT,IOC,0.1,3.064598,3.090800,FILLED,0.1,0.1,1746021625114,0.30645980000000006
AVAX,SELL,LIMIT,IOC,147,20.3477,20.3890,FILLED,147,147,1746021625328,2991.1119
YGG,SELL,LIMIT,IOC,3250,0.1965334,0.1992180,FILLED,1938,3250,1746021625409,638.73355
STEEM,SELL,LIMIT,IOC,32,0.142929,0.144900,FILLED,32,32,1746021625419,4.573728
UNI,SELL,LIMIT,IOC,18,5.0411,5.0640,FILLED,12,18,1746021625549,90.7398
ETH,SELL,LIMIT,IOC,0.024,1728.52,1733.91,FILLED,0.024,0.024,1746021626032,41.48448
INIT,SELL,LIMIT,IOC,691,0.7436580,0.7507000,FILLED,79,691,1746021626081,513.8676780000001
BTC,SELL,LIMIT,IOC,0.015,92546.29,92877.60,FILLED,0.015,0.015,1746021626085,1388.1943499999998
AVAX,SELL,LIMIT,IOC,33,20.3387,20.3880,FILLED,21,33,1746021626360,671.1771
ADA,SELL,LIMIT,IOC,258,0.66205,0.66510,FILLED,258,258,1746021626409,170.8089
RPL,SELL,LIMIT,IOC,9.9,4.3622398,4.3990000,FILLED,9.9,9.9,1746021626449,43.18617402
EGLD,SELL,LIMIT,IOC,0.3,16.254,16.407,FILLED,0.3,0.3,1746021626522,4.8762
AVAXUSDC,SELL,LIMIT,IOC,305.59,20.309572,20.377432,FILLED,16.93,305.59,1746021627091,6206.402107479999
ETH,SELL,LIMIT,IOC,0.230,1728.26,1734.12,FILLED,0.230,0.230,1746021627108,397.4998
TAO,SELL,LIMIT,IOC,5.531,331.35,334.87,FILLED,0.057,5.531,1746021627130,1832.69685
RED,SELL,LIMIT,IOC,1,0.3931751,0.3967000,FILLED,1,1,1746021627130,0.3931751
FIS,SELL,LIMIT,IOC,1,0.2431241,0.2453300,FILLED,1,1,1746021627130,0.2431241
ZEREBRO,SELL,LIMIT,IOC,1,0.0426483,0.0430600,FILLED,1,1,1746021627130,0.0426483
INIT,SELL,LIMIT,IOC,2,0.7433194,0.7505000,FILLED,2,2,1746021627212,1.4866388
TON,SELL,LIMIT,IOC,9.3,3.0912112,3.1220000,FILLED,9.3,9.3,1746021627232,28.74826416
MASK,SELL,LIMIT,IOC,756,1.1155,1.1254,FILLED,120,756,1746021627269,843.318
