symbol,side,order_type,time_in_force,original_quantity,price,average_price,order_status,order_last_filled_quantity,order_filled_accumulated_quantity,order_trade_time,usd_size
RENDER,SELL,LIMIT,IOC,167.5,4.4561657,4.5010000,FILLED,14.4,167.5,1745543819238,746.40775475
1000FLOKI,BUY,LIMIT,IOC,49680,0.0744689,0.0741366,FILLED,6745,49680,1745543821120,3699.6149520000004
1000FLOKI,BUY,LIMIT,IOC,148,0.0745800,0.0740300,FILLED,148,148,1745543822359,11.03784
INIT,BUY,LIMIT,IOC,1906,0.7587501,0.7518433,FILLED,45,1906,1745543824267,1446.1776906
MYRO,BUY,LIMIT,IOC,557,0.0238202,0.0235900,FILLED,557,557,1745543825447,13.2678514
ALPACA,BUY,LIMIT,IOC,1032,0.0752236,0.0749000,FILLED,1032,1032,1745543831252,77.6307552
ALPACA,BUY,LIMIT,IOC,1460,0.0753105,0.0746300,FILLED,1460,1460,1745543832354,109.95333000000001
CGPT,BUY,LIMIT,IOC,1157,0.0925654,0.0916697,FILLED,1099,1157,1745543832384,107.09816780000001
CETUS,SELL,LIMIT,IOC,4120,0.1924391,0.1942338,FILLED,796,4120,1745543837099,792.849092
HYPER,SELL,LIMIT,IOC,1274,0.2192927,0.2208000,FILLED,462,1274,1745543841353,279.3788998
HYPER,SELL,LIMIT,IOC,419,0.2192263,0.2207000,FILLED,419,419,1745543842410,91.85581970000001
XLM,SELL,LIMIT,IOC,236,0.27637,0.27901,FILLED,236,236,1745543847058,65.22332
CETUS,SELL,LIMIT,IOC,73,0.1919731,0.1934700,FILLED,73,73,1745543850510,14.0140363
HYPER,SELL,LIMIT,IOC,25000,0.2178536,0.2199808,FILLED,876,25000,1745543852380,5446.34
HYPER,SELL,LIMIT,IOC,44959,0.2170447,0.2197784,FILLED,1111,44959,1745543855368,9758.1126673
NFP,SELL,LIMIT,IOC,917.7,0.0788014,0.0800000,FILLED,917.7,917.7,1745543855603,72.31604478
EOS,SELL,LIMIT,IOC,148.0,0.682,0.684,FILLED,117.7,148.0,1745543855603,100.936
BABY,BUY,LIMIT,IOC,126,0.0790573,0.0778400,FILLED,126,126,1745543860350,9.9612198
SOLUSDC,SELL,LIMIT,IOC,4.78,152.4985,152.9700,FILLED,4.78,4.78,1745543863188,728.9428300000001
SOL,SELL,LIMIT,IOC,5.00,152.4143,152.9100,FILLED,5.00,5.00,1745543863210,762.0715
FLM,BUY,LIMIT,IOC,5895,0.0285,0.0281,FILLED,5895,5895,1745543870127,168.0075
VINE,BUY,LIMIT,IOC,552,0.0380943,0.0373874,FILLED,411,552,1745543870591,21.0280536
TON,SELL,LIMIT,IOC,1135.0,3.1726916,3.2031396,FILLED,478.6,1135.0,1745543877477,3601.004966
ETH,SELL,LIMIT,IOC,0.012,1772.08,1778.68,FILLED,0.012,0.012,1745543879104,21.26496
INIT,BUY,LIMIT,IOC,61,0.7564852,0.7492000,FILLED,61,61,1745543884273,46.1455972
CETUS,SELL,LIMIT,IOC,30,0.1916205,0.1916205,FILLED,30,30,1745543889099,5.748615
CETUS,SELL,LIMIT,IOC,2553,0.1899502,0.1916377,FILLED,212,2553,1745543891079,484.9428606
SUI,SELL,LIMIT,IOC,280.0,3.332357,3.358200,FILLED,280.0,280.0,1745543891186,933.05996
GAS,BUY,LIMIT,IOC,218.9,3.619599,3.591000,FILLED,85.0,218.9,1745543895221,792.3302211
BIGTIME,SELL,LIMIT,IOC,2878,0.0754927,0.0762778,FILLED,609,2878,1745543895221,217.2679906
CETUS,SELL,LIMIT,IOC,905,0.1898073,0.1909000,FILLED,905,905,1745543895341,171.7756065
XRP,SELL,LIMIT,IOC,27.7,2.1937,2.2040,FILLED,27.7,27.7,1745543895341,60.76549000000001
SUI,SELL,LIMIT,IOC,43.6,3.325457,3.358200,FILLED,43.6,43.6,1745543895342,144.98992520000002
GAS,BUY,LIMIT,IOC,47.9,3.622874,3.593000,FILLED,47.9,47.9,1745543896390,173.5356646
HYPER,BUY,LIMIT,IOC,964,0.2248504,0.2209000,FILLED,964,964,1745543900557,216.7557856
1000BONKUSDC,SELL,LIMIT,IOC,26874,0.0160604,0.0162065,FILLED,623,26874,1745543901299,431.60718959999997
MBOX,SELL,LIMIT,IOC,1697,0.0621764,0.0626202,FILLED,63,1697,1745543905710,105.5133508
CETUS,SELL,LIMIT,IOC,4875,0.1888271,0.1897210,FILLED,963,4875,1745543907479,920.5321125
1000PEPE,SELL,LIMIT,IOC,58987,0.0087812,0.0088375,FILLED,23491,58987,1745543907479,517.9766443999999
HYPER,SELL,LIMIT,IOC,791,0.2173897,0.2201000,FILLED,791,791,1745543908761,171.9552527
CETUS,SELL,LIMIT,IOC,4640,0.1887112,0.1904540,FILLED,2762,4640,1745543909044,875.619968
GAS,BUY,LIMIT,IOC,14.9,3.637685,3.615000,FILLED,2.2,14.9,1745543910681,54.2015065
GAS,BUY,LIMIT,IOC,1.9,3.650544,3.626000,FILLED,1.9,1.9,1745543912249,6.9360336
HIGH,BUY,LIMIT,IOC,229.0,0.547308,0.537000,FILLED,83.3,229.0,1745543912312,125.333532
TURBO,BUY,LIMIT,IOC,14867,0.0043301,0.0042899,FILLED,14867,14867,1745543912312,64.3755967
TRUMP,BUY,LIMIT,IOC,8.70,12.334176,12.220000,FILLED,8.70,8.70,1745543912312,107.30733119999998
GAS,BUY,LIMIT,IOC,1.9,3.651594,3.628000,FILLED,1.9,1.9,1745543913523,6.938028599999999
GAS,BUY,LIMIT,IOC,383.7,3.658722,3.628566,FILLED,83.5,383.7,1745543915439,1403.8516313999999
HYPER,SELL,LIMIT,IOC,58,0.2170094,0.2191000,FILLED,18,58,1745543916195,12.5865452
HYPER,SELL,LIMIT,IOC,103,0.2168710,0.2190000,FILLED,103,103,1745543917334,22.337713
HYPER,SELL,LIMIT,IOC,850,0.2164679,0.2192000,FILLED,298,850,1745543922325,183.997715
ETH,SELL,LIMIT,IOC,0.032,1771.40,1777.80,FILLED,0.032,0.032,1745543922505,56.6848
GAS,BUY,LIMIT,IOC,143.4,3.674300,3.647000,FILLED,68.9,143.4,1745543924182,526.89462
TAO,SELL,LIMIT,IOC,0.177,357.94,361.40,FILLED,0.177,0.177,1745543924454,63.35538
ETH,SELL,LIMIT,IOC,0.097,1770.89,1777.65,FILLED,0.097,0.097,1745543928609,171.77633
HYPER,SELL,LIMIT,IOC,1391,0.2160944,0.2178000,FILLED,464,1391,1745543929553,300.5873104
TAO,SELL,LIMIT,IOC,4.954,357.71,360.79,FILLED,0.667,4.954,1745543930166,1772.0953399999999
INIT,BUY,LIMIT,IOC,4041,0.7584083,0.7521265,FILLED,344,4041,1745543930221,3064.7279403000002
ETH,SELL,LIMIT,IOC,0.623,1770.44,1777.00,FILLED,0.623,0.623,1745543930290,1102.98412
BTC,SELL,LIMIT,IOC,0.057,93611.74,93944.60,FILLED,0.057,0.057,1745543930593,5335.869180000001
CETUS,SELL,LIMIT,IOC,16832,0.1878908,0.1894462,FILLED,171,16832,1745543931574,3162.5779456
HYPER,SELL,LIMIT,IOC,157,0.2160166,0.2183000,FILLED,157,157,1745543932594,33.9146062
SOL,SELL,LIMIT,IOC,13.75,152.1540,152.8700,FILLED,0.97,13.75,1745543933234,2092.1175
DOGE,SELL,LIMIT,IOC,43280,0.181598,0.182390,FILLED,11210,43280,1745543933310,7859.56144
1000PEPE,SELL,LIMIT,IOC,343914,0.0087669,0.0088209,FILLED,125717,343914,1745543933317,3015.0596465999997
SUI,SELL,LIMIT,IOC,3.1,3.311700,3.340300,FILLED,3.1,3.1,1745543933465,10.26627
BTC,SELL,LIMIT,IOC,0.002,93589.77,93909.80,FILLED,0.002,0.002,1745543933499,187.17954
SUI,SELL,LIMIT,IOC,251.7,3.308654,3.338000,FILLED,89.0,251.7,1745543936077,832.7882118
INIT,BUY,LIMIT,IOC,353,0.7596495,0.7523000,FILLED,56,353,1745543936181,268.1562735
GAS,BUY,LIMIT,IOC,1786.0,3.709400,3.672885,FILLED,56.8,1786.0,1745543939235,6624.9884
GAS,BUY,LIMIT,IOC,59.7,3.714042,3.683000,FILLED,59.7,59.7,1745543943162,221.7283074
CAKE,BUY,LIMIT,IOC,12,2.0474111,2.0277000,FILLED,3,12,1745543943162,24.568933200000004
LISTA,BUY,LIMIT,IOC,402,0.1842052,0.1816000,FILLED,345,402,1745543943162,74.0504904
CETUS,SELL,LIMIT,IOC,903,0.1872379,0.1891114,FILLED,37,903,1745543943561,169.0758237
GAS,BUY,LIMIT,IOC,27.4,3.732104,3.694000,FILLED,27.4,27.4,1745543947427,102.2596496
CAKE,BUY,LIMIT,IOC,12,2.0481102,2.0282000,FILLED,3,12,1745543947427,24.5773224
HYPER,BUY,LIMIT,IOC,1567,0.2213173,0.2193283,FILLED,318,1567,1745543947433,346.8042091
SUI,SELL,LIMIT,IOC,78.2,3.305725,3.336100,FILLED,78.2,78.2,1745543951524,258.507695
WCT,SELL,LIMIT,IOC,153,0.3968966,0.4002000,FILLED,23,153,1745543959477,60.7251798
GAS,BUY,LIMIT,IOC,36.6,3.752379,3.725000,FILLED,15.8,36.6,1745543960206,137.3370714
NEO,BUY,LIMIT,IOC,2.27,6.484,6.449,FILLED,2.27,2.27,1745543961507,14.71868
1000PEPE,SELL,LIMIT,IOC,5500,0.0087611,0.0088150,FILLED,5500,5500,1745543962213,48.18605
GAS,BUY,LIMIT,IOC,2.7,3.765791,3.735000,FILLED,2.7,2.7,1745543963453,10.167635700000002
NEO,BUY,LIMIT,IOC,48.28,6.494,6.460,FILLED,1.01,48.28,1745543975395,313.53032
GAS,BUY,LIMIT,IOC,131.5,3.793242,3.741187,FILLED,23.2,131.5,1745543976134,498.81132299999996
1000PEPE,SELL,LIMIT,IOC,82908,0.0087492,0.0088008,FILLED,82908,82908,1745543978402,725.3786736000001
ETH,SELL,LIMIT,IOC,0.088,1769.05,1774.90,FILLED,0.055,0.088,1745543979091,155.6764
KERNEL,SELL,LIMIT,IOC,7130,0.1729979,0.1744000,FILLED,528,7130,1745543979512,1233.4750270000002
SOL,SELL,LIMIT,IOC,11.69,152.1287,152.7800,FILLED,10.55,11.69,1745543980213,1778.384503
BTC,SELL,LIMIT,IOC,0.004,93469.00,93768.50,FILLED,0.004,0.004,1745543980313,373.87600000000003
ETH,SELL,LIMIT,IOC,0.500,1768.46,1774.75,FILLED,0.500,0.500,1745543980533,884.23
AERGO,SELL,LIMIT,IOC,500,0.2149460,0.2183025,FILLED,326,500,1745543980533,107.473
GAS,BUY,LIMIT,IOC,998.3,3.798887,3.758248,FILLED,36.3,998.3,1745543981217,3792.4288920999998
BTC,SELL,LIMIT,IOC,0.448,93414.03,93759.20,FILLED,0.091,0.448,1745543982099,41849.48544
SUIUSDC,SELL,LIMIT,IOC,135.7,3.300351,3.330213,FILLED,38.1,135.7,1745543982123,447.85763069999996
SOLUSDC,SELL,LIMIT,IOC,52.23,152.1064,152.7271,FILLED,8.07,52.23,1745543982140,7944.517272
POL,SELL,LIMIT,IOC,301,0.2416979,0.2439329,FILLED,26,301,1745543982236,72.7510679
BTCUSDC,SELL,LIMIT,IOC,0.087,93461.9,93810.0,FILLED,0.056,0.087,1745543982302,8131.185299999999
SUI,SELL,LIMIT,IOC,164.3,3.301318,3.330186,FILLED,21.9,164.3,1745543982530,542.4065474
SOL,SELL,LIMIT,IOC,17.36,152.0027,152.6600,FILLED,17.32,17.36,1745543982592,2638.766872
DOGE,SELL,LIMIT,IOC,25228,0.181163,0.182046,FILLED,11588,25228,1745543983086,4570.380164
WCT,SELL,LIMIT,IOC,4878,0.3954545,0.3988081,FILLED,173,4878,1745543983462,1929.027051
ETH,SELL,LIMIT,IOC,0.028,1767.27,1773.82,FILLED,0.028,0.028,1745543984207,49.48356
BTCUSDC,SELL,LIMIT,IOC,0.112,93443.0,93788.0,FILLED,0.107,0.112,1745543984437,10465.616
1000PEPE,SELL,LIMIT,IOC,68827,0.0087397,0.0087932,FILLED,68827,68827,1745543985296,601.5273318999999
DF,SELL,LIMIT,IOC,3105,0.0589659,0.0595300,FILLED,2911,3105,1745543985327,183.0891195
FARTCOIN,SELL,LIMIT,IOC,12.0,1.1287281,1.1355000,FILLED,7.5,12.0,1745543985410,13.5447372
BTC,SELL,LIMIT,IOC,0.058,93384.73,93735.00,FILLED,0.058,0.058,1745543985442,5416.31434
ONDO,SELL,LIMIT,IOC,5.8,0.9602546,0.9697000,FILLED,5.8,5.8,1745543986424,5.569476679999999
ETH,SELL,LIMIT,IOC,0.475,1767.14,1773.68,FILLED,0.148,0.475,1745543986484,839.3915000000001
BTC,SELL,LIMIT,IOC,0.004,93370.65,93728.70,FILLED,0.004,0.004,1745543986578,373.4826
LINK,SELL,LIMIT,IOC,1.37,14.928,14.998,FILLED,1.37,1.37,1745543989226,20.45136
NEAR,SELL,LIMIT,IOC,1473,2.5103,2.5340,FILLED,83,1473,1745543989286,3697.6719
SOL,SELL,LIMIT,IOC,13.75,151.9284,152.6500,FILLED,13.75,13.75,1745543989286,2089.0155
ETH,SELL,LIMIT,IOC,3.264,1766.79,1773.74,FILLED,3.264,3.264,1745543989288,5766.802559999999
WCT,SELL,LIMIT,IOC,6293,0.3950163,0.3989243,FILLED,1641,6293,1745543989522,2485.8375759
FARTCOIN,SELL,LIMIT,IOC,688.9,1.1275196,1.1357000,FILLED,244.3,688.9,1745543992268,776.74825244
SUI,BUY,LIMIT,IOC,308.2,3.377694,3.347100,FILLED,83.0,308.2,1745543994596,1041.0052908
INIT,BUY,LIMIT,IOC,333,0.7595828,0.7519918,FILLED,306,333,1745544009443,252.9410724
MBOX,SELL,LIMIT,IOC,5157,0.0613638,0.0619690,FILLED,105,5157,1745544009443,316.45311660000004
TAO,SELL,LIMIT,IOC,5.142,353.88,357.07,FILLED,0.026,5.142,1745544016410,1819.6509600000002
HYPER,SELL,LIMIT,IOC,508,0.2154484,0.2176000,FILLED,153,508,1745544017558,109.44778720000001
CETUS,BUY,LIMIT,IOC,10616,0.1910073,0.1896366,FILLED,1240,10616,1745544018094,2027.7334968
CETUS,BUY,LIMIT,IOC,269,0.1916227,0.1895800,FILLED,269,269,1745544023129,51.546506300000004
FARTCOIN,SELL,LIMIT,IOC,8.9,1.1252646,1.1311000,FILLED,8.9,8.9,1745544023244,10.01485494
TAO,SELL,LIMIT,IOC,10.000,353.42,357.10,FILLED,0.397,10.000,1745544026313,3534.2000000000003
ETH,SELL,LIMIT,IOC,0.529,1766.23,1772.89,FILLED,0.529,0.529,1745544031053,934.33567
DOGE,SELL,LIMIT,IOC,5404,0.181047,0.181960,FILLED,4900,5404,1745544031565,978.3779880000001
XLM,SELL,LIMIT,IOC,3167,0.27547,0.27826,FILLED,1097,3167,1745544033281,872.41349
FARTCOIN,SELL,LIMIT,IOC,52.7,1.1228266,1.1328000,FILLED,52.7,52.7,1745544035407,59.172961820000005
MBOX,BUY,LIMIT,IOC,11150,0.0627776,0.0622434,FILLED,130,11150,1745544035486,699.97024
HYPER,SELL,LIMIT,IOC,11278,0.2150383,0.2170085,FILLED,1908,11278,1745544041578,2425.2019474
INIT,SELL,LIMIT,IOC,9,0.7408003,0.7457000,FILLED,9,9,1745544053598,6.6672027
ETHUSDC,SELL,LIMIT,IOC,0.405,1766.69,1773.89,FILLED,0.405,0.405,1745544054240,715.50945
PERP,BUY,LIMIT,IOC,185.3,0.313500,0.309600,FILLED,185.3,185.3,1745544055268,58.091550000000005
INIT,SELL,LIMIT,IOC,285,0.7391485,0.7454000,FILLED,185,285,1745544055370,210.6573225
HYPER,BUY,LIMIT,IOC,2653,0.2196425,0.2184394,FILLED,493,2653,1745544060168,582.7115524999999
CHESS,BUY,LIMIT,IOC,89,0.0762951,0.0753900,FILLED,89,89,1745544065052,6.7902639
ZEREBRO,BUY,LIMIT,IOC,12823,0.0765000,0.0756204,FILLED,459,12823,1745544067434,980.9594999999999
1000PEPE,SELL,LIMIT,IOC,1433934,0.0087329,0.0087862,FILLED,1433934,1433934,1745544067434,12522.4022286
BTC,SELL,LIMIT,IOC,0.018,93343.68,93717.90,FILLED,0.004,0.018,1745544070345,1680.1862399999998
ETH,SELL,LIMIT,IOC,0.370,1765.49,1771.81,FILLED,0.239,0.370,1745544072089,653.2313
BTC,SELL,LIMIT,IOC,0.002,93342.21,93702.70,FILLED,0.002,0.002,1745544072220,186.68442000000002
FARTCOIN,SELL,LIMIT,IOC,4.8,1.1196491,1.1303000,FILLED,4.8,4.8,1745544072426,5.37431568
ADA,SELL,LIMIT,IOC,1496,0.71255,0.71600,FILLED,534,1496,1745544073190,1065.9748
SUI,SELL,LIMIT,IOC,158.5,3.305646,3.337600,FILLED,158.5,158.5,1745544073190,523.944891
ETH,SELL,LIMIT,IOC,0.683,1765.25,1771.67,FILLED,0.683,0.683,1745544073190,1205.6657500000001
BTC,SELL,LIMIT,IOC,0.009,93315.22,93677.20,FILLED,0.009,0.009,1745544083374,839.8369799999999
DOGE,SELL,LIMIT,IOC,1500,0.180993,0.181840,FILLED,1408,1500,1745544084116,271.48949999999996
1000PEPE,SELL,LIMIT,IOC,7932,0.0087223,0.0087769,FILLED,7932,7932,1745544084447,69.1852836
DOGE,SELL,LIMIT,IOC,28,0.180950,0.181830,FILLED,28,28,1745544086504,5.0666
BTC,SELL,LIMIT,IOC,0.005,93284.86,93666.20,FILLED,0.005,0.005,1745544087308,466.4243
BEAMX,SELL,LIMIT,IOC,54215,0.0071162,0.0071781,FILLED,47165,54215,1745544092211,385.804783
DOGE,SELL,LIMIT,IOC,3333,0.180805,0.181580,FILLED,3333,3333,1745544093101,602.623065
ETH,SELL,LIMIT,IOC,36.121,1763.32,1770.18,FILLED,14.860,36.121,1745544094279,63692.881720000005
BTC,SELL,LIMIT,IOC,0.127,93264.01,93612.40,FILLED,0.043,0.127,1745544095130,11844.529269999999
KAVA,SELL,LIMIT,IOC,12.0,0.4460,0.4525,FILLED,12.0,12.0,1745544095323,5.352
1000PEPE,SELL,LIMIT,IOC,15580,0.0087175,0.0087743,FILLED,15580,15580,1745544095559,135.81865
BTC,SELL,LIMIT,IOC,0.084,93245.78,93615.60,FILLED,0.084,0.084,1745544097285,7832.64552
BTCUSDC,SELL,LIMIT,IOC,0.072,93293.9,93662.0,FILLED,0.072,0.072,1745544097397,6717.160799999999
XRP,SELL,LIMIT,IOC,9.0,2.1832,2.1936,FILLED,4.3,9.0,1745544098237,19.648799999999998
DOGEUSDC,SELL,LIMIT,IOC,11380,0.180768,0.181641,FILLED,2045,11380,1745544098435,2057.1398400000003
ETH,SELL,LIMIT,IOC,0.022,1763.33,1768.91,FILLED,0.022,0.022,1745544100091,38.79326
ADA,SELL,LIMIT,IOC,263,0.71152,0.71510,FILLED,263,263,1745544102102,187.12976
TLM,BUY,LIMIT,IOC,3387,0.0061965,0.0060850,FILLED,3387,3387,1745544120189,20.9875455
NEO,BUY,LIMIT,IOC,81.56,6.508,6.465,FILLED,56.97,81.56,1745544125391,530.7924800000001
HYPER,BUY,LIMIT,IOC,20971,0.2209770,0.2191624,FILLED,252,20971,1745544127364,4634.108667
BABY,BUY,LIMIT,IOC,4522,0.0787891,0.0777213,FILLED,189,4522,1745544129319,356.2843102
STEEM,BUY,LIMIT,IOC,625,0.149926,0.147840,FILLED,625,625,1745544167330,93.70375
BR,BUY,LIMIT,IOC,435,0.0596984,0.0585900,FILLED,435,435,1745544216079,25.968804
INIT,SELL,LIMIT,IOC,257,0.7372061,0.7441914,FILLED,22,257,1745544219315,189.4619677
INIT,SELL,LIMIT,IOC,9,0.7363400,0.7430000,FILLED,9,9,1745544225492,6.62706
ETH,SELL,LIMIT,IOC,1.000,1762.59,1768.77,FILLED,1.000,1.000,1745544227464,1762.59
ETH,SELL,LIMIT,IOC,1.312,1762.25,1769.04,FILLED,1.312,1.312,1745544229330,2312.072
INIT,SELL,LIMIT,IOC,3444,0.7345172,0.7392162,FILLED,217,3444,1745544254415,2529.6772367999997
INIT,SELL,LIMIT,IOC,1268,0.7323680,0.7383130,FILLED,181,1268,1745544259308,928.6426240000001
INIT,SELL,LIMIT,IOC,6678,0.7322146,0.7370019,FILLED,1,6678,1745544260543,4889.7290988
INIT,SELL,LIMIT,IOC,160,0.7314324,0.7371000,FILLED,160,160,1745544266126,117.029184
INIT,SELL,LIMIT,IOC,24,0.7299000,0.7359000,FILLED,24,24,1745544278262,17.5176
INIT,SELL,LIMIT,IOC,206,0.7284454,0.7313000,FILLED,206,206,1745544286269,150.0597524
INIT,SELL,LIMIT,IOC,65,0.7255619,0.7324000,FILLED,65,65,1745544289053,47.1615235
INIT,SELL,LIMIT,IOC,1337,0.7238472,0.7322502,FILLED,94,1337,1745544332058,967.7837064
INIT,BUY,LIMIT,IOC,197,0.7440793,0.7375000,FILLED,14,197,1745544359054,146.5836221
INIT,BUY,LIMIT,IOC,9,0.7447018,0.7368333,FILLED,4,9,1745544360349,6.702316199999999
FHE,BUY,LIMIT,IOC,305,0.1085426,0.1062000,FILLED,209,305,1745544363115,33.105493
FHE,BUY,LIMIT,IOC,2064,0.1089167,0.1065565,FILLED,1638,2064,1745544375286,224.8040688
INIT,BUY,LIMIT,IOC,1778,0.7451147,0.7397789,FILLED,303,1778,1745544375410,1324.8139366
BABY,BUY,LIMIT,IOC,4055,0.0791039,0.0779800,FILLED,2481,4055,1745544377079,320.7663145
INIT,BUY,LIMIT,IOC,19,0.7464537,0.7396000,FILLED,19,19,1745544377320,14.1826203
BABY,BUY,LIMIT,IOC,299,0.0791893,0.0780200,FILLED,299,299,1745544379112,23.677600700000003
CATI,BUY,LIMIT,IOC,213,0.0933095,0.0924000,FILLED,213,213,1745544392056,19.8749235
CETUS,BUY,LIMIT,IOC,2961,0.1935152,0.1915166,FILLED,8,2961,1745544399060,572.9985072
FHE,BUY,LIMIT,IOC,618,0.1092366,0.1066344,FILLED,273,618,1745544412600,67.50821880000001
BSW,BUY,LIMIT,IOC,26899,0.0389747,0.0386305,FILLED,244,26899,1745544416240,1048.3804553
BSW,BUY,LIMIT,IOC,924,0.0390116,0.0388353,FILLED,498,924,1745544418141,36.0467184
BSW,BUY,LIMIT,IOC,1527,0.0392198,0.0389800,FILLED,1527,1527,1745544421063,59.888634599999996
BSW,BUY,LIMIT,IOC,1780,0.0393281,0.0390936,FILLED,103,1780,1745544425081,70.004018
BSW,BUY,LIMIT,IOC,1472,0.0394738,0.0391300,FILLED,936,1472,1745544428057,58.105433600000005
SOL,SELL,LIMIT,IOC,1.97,151.7199,152.4100,FILLED,1.97,1.97,1745544445229,298.888203
POL,SELL,LIMIT,IOC,174,0.2413676,0.2437300,FILLED,174,174,1745544445442,41.9979624
IP,BUY,LIMIT,IOC,14.3,3.944880,3.885810,FILLED,14.3,14.3,1745544445442,56.411784000000004
INIT,SELL,LIMIT,IOC,252,0.7283077,0.7356000,FILLED,252,252,1745544454352,183.5335404
NMR,SELL,LIMIT,IOC,1.6,9.252538,9.413000,FILLED,1.6,1.6,1745544469078,14.8040608
MOVE,SELL,LIMIT,IOC,26315,0.2355133,0.2376000,FILLED,2282,26315,1745544470138,6197.5324895
DOGE,SELL,LIMIT,IOC,163,0.180634,0.181540,FILLED,134,163,1745544476541,29.443341999999998
BCH,SELL,LIMIT,IOC,6.992,352.45,354.21,FILLED,0.426,6.992,1745544484078,2464.3304
ZEREBRO,SELL,LIMIT,IOC,65,0.0740000,0.0747200,FILLED,65,65,1745544487451,4.81
INIT,SELL,LIMIT,IOC,436,0.7261586,0.7320325,FILLED,2,436,1745544489248,316.6051496
INIT,SELL,LIMIT,IOC,762,0.7260380,0.7330497,FILLED,108,762,1745544490287,553.240956
IP,BUY,LIMIT,IOC,207.3,3.948405,3.890336,FILLED,88.5,207.3,1745544492224,818.5043565000001
IP,BUY,LIMIT,IOC,40.4,3.950002,3.891143,FILLED,31.0,40.4,1745544498187,159.5800808
HYPER,BUY,LIMIT,IOC,159,0.2222377,0.2198000,FILLED,159,159,1745544503117,35.3357943
FHE,BUY,LIMIT,IOC,461,0.1096606,0.1073294,FILLED,268,461,1745544504201,50.5535366
WLDUSDC,SELL,LIMIT,IOC,66.7,0.9046667,0.9062614,FILLED,48.4,66.7,1745544506439,60.34126889000001
ETH,SELL,LIMIT,IOC,0.052,1761.39,1768.06,FILLED,0.052,0.052,1745544514072,91.59228
ETH,SELL,LIMIT,IOC,4.131,1760.71,1767.19,FILLED,4.131,4.131,1745544518074,7273.49301
SOL,SELL,LIMIT,IOC,2.57,151.5677,152.3100,FILLED,2.57,2.57,1745544521104,389.52898899999997
INIT,SELL,LIMIT,IOC,164,0.7256148,0.7331140,FILLED,99,164,1745544525045,119.0008272
FARTCOIN,SELL,LIMIT,IOC,4.5,1.1147125,1.1249000,FILLED,4.5,4.5,1745544534341,5.01620625
ZEREBRO,SELL,LIMIT,IOC,186,0.0735933,0.0743000,FILLED,186,186,1745544537098,13.6883538
BABY,SELL,LIMIT,IOC,128,0.0761864,0.0773000,FILLED,50,128,1745544541194,9.7518592
GRIFFAIN,SELL,LIMIT,IOC,84,0.0574161,0.0578800,FILLED,84,84,1745544542344,4.8229524
ETH,SELL,LIMIT,IOC,56.338,1759.37,1767.08,FILLED,0.643,56.338,1745544546078,99119.38706
AVAX,SELL,LIMIT,IOC,1,22.1300,22.2280,FILLED,1,1,1745544549106,22.13
DOGEUSDC,SELL,LIMIT,IOC,566,0.180560,0.181310,FILLED,124,566,1745544549360,102.19696
ETH,SELL,LIMIT,IOC,1.000,1759.93,1766.85,FILLED,0.988,1.000,1745544551182,1759.93
ETHUSDC,SELL,LIMIT,IOC,1.286,1760.51,1767.80,FILLED,1.286,1.286,1745544551188,2264.01586
BCHUSDC,SELL,LIMIT,IOC,0.125,352.10,353.46,FILLED,0.125,0.125,1745544551360,44.0125
SOL,SELL,LIMIT,IOC,8.24,151.5018,152.1900,FILLED,8.24,8.24,1745544560074,1248.374832
ADA,SELL,LIMIT,IOC,517,0.71143,0.71470,FILLED,517,517,1745544560420,367.80931
ETH,SELL,LIMIT,IOC,0.034,1759.59,1766.49,FILLED,0.034,0.034,1745544561536,59.82606
POWR,SELL,LIMIT,IOC,1325,0.1851666,0.1878000,FILLED,931,1325,1745544565374,245.345745
WAXP,SELL,LIMIT,IOC,10146,0.0242433,0.0246000,FILLED,6088,10146,1745544565375,245.97252179999998
KAVA,SELL,LIMIT,IOC,552.3,0.4456,0.4520,FILLED,180.9,552.3,1745544565375,246.10487999999998
BEAMX,SELL,LIMIT,IOC,52454,0.0070939,0.0071595,FILLED,1874,52454,1745544565375,372.1034306
RONIN,SELL,LIMIT,IOC,449.0,0.551148,0.558608,FILLED,186.1,449.0,1745544565375,247.465452
SUPER,SELL,LIMIT,IOC,573,0.6502419,0.6563588,FILLED,236,573,1745544565375,372.5886087
1000LUNC,SELL,LIMIT,IOC,3916,0.0635647,0.0641927,FILLED,574,3916,1745544565375,248.91936520000002
ICP,SELL,LIMIT,IOC,1,5.209864,5.257000,FILLED,1,1,1745544566120,5.209864
FARTCOIN,SELL,LIMIT,IOC,90.5,1.1128160,1.1226000,FILLED,90.5,90.5,1745544571275,100.70984800000001
INIT,BUY,LIMIT,IOC,21,0.7431333,0.7358000,FILLED,21,21,1745544576112,15.6057993
OMNI,SELL,LIMIT,IOC,28.64,2.4160,2.4570,FILLED,21.14,28.64,1745544598419,69.19424
ZEREBRO,SELL,LIMIT,IOC,1867,0.0731692,0.0738767,FILLED,392,1867,1745544599189,136.6068964
POPCAT,SELL,LIMIT,IOC,18,0.3962214,0.4002000,FILLED,18,18,1745544602466,7.1319852
SUI,BUY,LIMIT,IOC,19.2,3.373444,3.341700,FILLED,19.2,19.2,1745544607225,64.7701248
SUI,BUY,LIMIT,IOC,2275.4,3.379766,3.347919,FILLED,280.2,2275.4,1745544613064,7690.319556400001
