symbol,side,order_type,time_in_force,original_quantity,price,average_price,order_status,order_last_filled_quantity,order_filled_accumulated_quantity,order_trade_time,usd_size
SOL,BUY,LIMIT,IOC,0.14,151.7325,150.9900,FILLED,0.14,0.14,1745620524592,21.24255
NEAR,BUY,LIMIT,IOC,41,2.6649,2.6382,FILLED,9,41,1745620525038,109.26089999999999
DOT,BUY,LIMIT,IOC,94.2,4.310,4.284,FILLED,94.2,94.2,1745620526358,406.00199999999995
SUI,BUY,LIMIT,IOC,981.0,3.566244,3.532600,FILLED,278.6,981.0,1745620527316,3498.485364
1000SHIB,BUY,LIMIT,IOC,14316,0.014153,0.014063,FILLED,6075,14316,1745620527413,202.614348
SOL,BUY,LIMIT,IOC,20.02,151.7528,151.0300,FILLED,9.90,20.02,1745620528222,3038.091056
1000PEPE,BUY,LIMIT,IOC,41058,0.0091708,0.0091146,FILLED,41058,41058,1745620529547,376.5347064
SUI,BUY,LIMIT,IOC,8.1,3.568085,3.533300,FILLED,8.1,8.1,1745620531386,28.9014885
TRUMP,BUY,LIMIT,IOC,220.00,13.468657,13.337000,FILLED,12.63,220.00,1745620532224,2963.1045400000003
1000PEPE,BUY,LIMIT,IOC,630,0.0091723,0.0091147,FILLED,630,630,1745620532438,5.778549
IOTA,BUY,LIMIT,IOC,981.3,0.2136,0.2118,FILLED,560.4,981.3,1745620535285,209.60568
WCT,BUY,LIMIT,IOC,189,0.4006321,0.3968000,FILLED,189,189,1745620537040,75.7194669
OP,BUY,LIMIT,IOC,793.2,0.8241111,0.8190000,FILLED,585.3,793.2,1745620540184,653.68492452
DOGE,BUY,LIMIT,IOC,419,0.183272,0.182390,FILLED,419,419,1745620541104,76.79096799999999
HYPER,BUY,LIMIT,IOC,286,0.2021584,0.2002000,FILLED,14,286,1745620542284,57.817302399999996
ETH,BUY,LIMIT,IOC,0.477,1804.43,1797.50,FILLED,0.477,0.477,1745620542323,860.71311
BOME,BUY,LIMIT,IOC,80661,0.0016060,0.0015910,FILLED,77583,80661,1745620543397,129.541566
1000BONK,BUY,LIMIT,IOC,6273,0.0186311,0.0184990,FILLED,5380,6273,1745620543397,116.87289030000001
SOLUSDC,BUY,LIMIT,IOC,4.61,151.9560,151.2100,FILLED,0.11,4.61,1745620543526,700.51716
1000PEPE,BUY,LIMIT,IOC,1086,0.0091758,0.0091186,FILLED,1086,1086,1745620544514,9.9649188
TIA,BUY,LIMIT,IOC,252,2.9197298,2.8930500,FILLED,32,252,1745620545359,735.7719096
BTC,BUY,LIMIT,IOC,0.002,95259.12,94879.70,FILLED,0.002,0.002,1745620545361,190.51824
ETC,BUY,LIMIT,IOC,34.71,17.429,17.344,FILLED,9.78,34.71,1745620546158,604.9605899999999
1000PEPE,BUY,LIMIT,IOC,346874,0.0091782,0.0091285,FILLED,156476,346874,1745620546285,3183.6789467999997
SOL,BUY,LIMIT,IOC,0.08,151.8987,151.1700,FILLED,0.08,0.08,1745620547158,12.151895999999999
1000PEPE,BUY,LIMIT,IOC,67509,0.0091855,0.0091268,FILLED,36268,67509,1745620548283,620.1039195
1000BONK,BUY,LIMIT,IOC,6498,0.0186836,0.0185046,FILLED,4797,6498,1745620548438,121.4060328
SOL,BUY,LIMIT,IOC,0.99,151.9160,151.1700,FILLED,0.99,0.99,1745620548438,150.39684
IP,SELL,LIMIT,IOC,7.2,3.919173,3.978360,FILLED,3.0,7.2,1745620551319,28.2180456
IOTA,BUY,LIMIT,IOC,219.9,0.2139,0.2118,FILLED,219.9,219.9,1745620551319,47.03661
GUN,BUY,LIMIT,IOC,130,0.0559250,0.0553800,FILLED,130,130,1745620551540,7.270250000000001
ZEREBRO,BUY,LIMIT,IOC,305,0.0514494,0.0511719,FILLED,58,305,1745620554097,15.692067
ETH,BUY,LIMIT,IOC,0.079,1805.20,1798.18,FILLED,0.079,0.079,1745620554477,142.6108
NEAR,BUY,LIMIT,IOC,7,2.6671,2.6410,FILLED,7,7,1745620555082,18.6697
ZEREBRO,BUY,LIMIT,IOC,126,0.0515344,0.0515344,FILLED,126,126,1745620555132,6.4933344
WCT,BUY,LIMIT,IOC,21,0.4011039,0.3974000,FILLED,21,21,1745620555387,8.4231819
ZEREBRO,BUY,LIMIT,IOC,247,0.0519529,0.0514300,FILLED,247,247,1745620557094,12.8323663
1000PEPE,BUY,LIMIT,IOC,50587,0.0091892,0.0091273,FILLED,5544,50587,1745620557100,464.8540604
FIS,BUY,LIMIT,IOC,748,0.2098688,0.2075586,FILLED,145,748,1745620559313,156.98186239999998
ZEREBRO,BUY,LIMIT,IOC,5313,0.0519623,0.0518250,FILLED,579,5313,1745620561045,276.0756999
ZEREBRO,BUY,LIMIT,IOC,432,0.0520920,0.0517400,FILLED,432,432,1745620562228,22.503744
FARTCOIN,BUY,LIMIT,IOC,33.1,1.0519699,1.0418000,FILLED,33.1,33.1,1745620562228,34.82020369
1000PEPE,BUY,LIMIT,IOC,32244,0.0091929,0.0091339,FILLED,31620,32244,1745620563049,296.4158676
1000SHIB,BUY,LIMIT,IOC,4817,0.014162,0.014069,FILLED,727,4817,1745620563049,68.21835399999999
SOL,SELL,LIMIT,IOC,0.05,150.4408,151.1800,FILLED,0.05,0.05,1745620563049,7.5220400000000005
1000PEPEUSDC,BUY,LIMIT,IOC,518603,0.0092739,0.0091423,FILLED,21736,518603,1745620563374,4809.4723617
EPT,BUY,LIMIT,IOC,24271,0.0104938,0.0103470,FILLED,24271,24271,1745620568183,254.69501979999998
JELLYJELLY,BUY,LIMIT,IOC,33084,0.0256378,0.0251675,FILLED,121,33084,1745620569059,848.2009752
ZEREBRO,BUY,LIMIT,IOC,737,0.0521234,0.0517822,FILLED,167,737,1745620571303,38.4149458
PENGU,BUY,LIMIT,IOC,566790,0.0087470,0.0086622,FILLED,87986,566790,1745620572337,4957.71213
ZEREBRO,BUY,LIMIT,IOC,137119,0.0522000,0.0518417,FILLED,5526,137119,1745620572337,7157.611800000001
ZEREBRO,BUY,LIMIT,IOC,4513,0.0521611,0.0521611,FILLED,4513,4513,1745620574334,235.4030443
MEMEFI,BUY,LIMIT,IOC,202308,0.0025520,0.0025348,FILLED,24563,202308,1745620575078,516.290016
QUICK,BUY,LIMIT,IOC,16638,0.0245721,0.0244058,FILLED,9297,16638,1745620575078,408.8305998
ZEREBRO,BUY,LIMIT,IOC,3484,0.0525243,0.0524806,FILLED,1238,3484,1745620575365,182.99466120000002
ALPACA,BUY,LIMIT,IOC,5441,0.1756462,0.1736042,FILLED,1314,5441,1745620575517,955.6909742
ZEREBRO,BUY,LIMIT,IOC,414,0.0530260,0.0526446,FILLED,194,414,1745620580166,21.952764
MAGIC,BUY,LIMIT,IOC,1820.4,0.217844,0.215700,FILLED,1820.4,1820.4,1745620580375,396.56321760000003
BTC,BUY,LIMIT,IOC,0.015,95233.73,94878.30,FILLED,0.015,0.015,1745620580375,1428.50595
ETH,BUY,LIMIT,IOC,0.609,1804.46,1797.74,FILLED,0.609,0.609,1745620580375,1098.91614
ALCH,BUY,LIMIT,IOC,768,0.1635182,0.1624800,FILLED,768,768,1745620580375,125.5819776
NEIROETH,BUY,LIMIT,IOC,1088,0.0755285,0.0748652,FILLED,568,1088,1745620580508,82.17500799999999
ZEREBRO,BUY,LIMIT,IOC,6442,0.0532989,0.0532989,FILLED,6442,6442,1745620590242,343.3515138
XCN,SELL,LIMIT,IOC,11644,0.0205457,0.0209400,FILLED,6740,11644,1745620590242,239.2341308
ZEREBRO,BUY,LIMIT,IOC,18598,0.0538351,0.0534333,FILLED,1123,18598,1745620591333,1001.2251898
AKT,BUY,LIMIT,IOC,14.7,1.2936068,1.2830000,FILLED,14.7,14.7,1745620592379,19.01601996
AI16Z,BUY,LIMIT,IOC,49.2,0.2360331,0.2336000,FILLED,49.2,49.2,1745620601554,11.61282852
1000PEPE,BUY,LIMIT,IOC,1104,0.0091999,0.0091422,FILLED,1104,1104,1745620629070,10.1566896
JELLYJELLY,BUY,LIMIT,IOC,196155,0.0257069,0.0252684,FILLED,1507,196155,1745620630374,5042.5369695
1000PEPE,BUY,LIMIT,IOC,109988,0.0092013,0.0091383,FILLED,1795,109988,1745620634432,1012.0325844000001
1000PEPE,BUY,LIMIT,IOC,15153,0.0092049,0.0091391,FILLED,15153,15153,1745620635435,139.4818497
LTC,BUY,LIMIT,IOC,0.675,87.60,87.17,FILLED,0.675,0.675,1745620641075,59.13
ARC,BUY,LIMIT,IOC,111,0.0601277,0.0590100,FILLED,111,111,1745620641418,6.6741747
ARC,BUY,LIMIT,IOC,111,0.0601592,0.0589900,FILLED,111,111,1745620655070,6.677671200000001
ARC,BUY,LIMIT,IOC,111,0.0601907,0.0590400,FILLED,111,111,1745620656180,6.6811677
ARC,BUY,LIMIT,IOC,101,0.0602432,0.0591600,FILLED,101,101,1745620674475,6.0845632
MEMEFI,BUY,LIMIT,IOC,116137,0.0025889,0.0025541,FILLED,4134,116137,1745620681100,300.6670793
FET,BUY,LIMIT,IOC,2135,0.7460348,0.7376454,FILLED,212,2135,1745620684257,1592.784298
FARTCOIN,BUY,LIMIT,IOC,497.1,1.0540439,1.0440000,FILLED,224.1,497.1,1745620685309,523.96522269
TIA,BUY,LIMIT,IOC,180,2.9221037,2.8927000,FILLED,126,180,1745620687180,525.978666
CHILLGUY,BUY,LIMIT,IOC,205,0.0306696,0.0304300,FILLED,205,205,1745620699442,6.287268
ARC,BUY,LIMIT,IOC,110,0.0602852,0.0591600,FILLED,110,110,1745620700520,6.631372
FET,BUY,LIMIT,IOC,1836,0.7477063,0.7406562,FILLED,282,1836,1745620702177,1372.7887668
XRP,BUY,LIMIT,IOC,483.3,2.1989,2.1880,FILLED,371.1,483.3,1745620702177,1062.72837
MEMEFI,BUY,LIMIT,IOC,797448,0.0026013,0.0025728,FILLED,116887,797448,1745620705444,2074.4014824
FET,BUY,LIMIT,IOC,14233,0.7485587,0.7409641,FILLED,769,14233,1745620708381,10654.235977100001
FARTCOIN,BUY,LIMIT,IOC,23.5,1.0545842,1.0453000,FILLED,23.5,23.5,1745620714184,24.782728700000003
ARC,BUY,LIMIT,IOC,102,0.0603377,0.0591300,FILLED,102,102,1745620720236,6.1544454
1000BONKUSDC,BUY,LIMIT,IOC,29411,0.0187000,0.0185298,FILLED,2410,29411,1745620728195,549.9857000000001
1000BONK,BUY,LIMIT,IOC,11678,0.0186964,0.0185193,FILLED,3678,11678,1745620728527,218.33655919999998
INIT,BUY,LIMIT,IOC,367,0.8272675,0.8195299,FILLED,110,367,1745620730072,303.6071725
1000BONKUSDC,BUY,LIMIT,IOC,63575,0.0187134,0.0185437,FILLED,3183,63575,1745620732149,1189.7044050000002
1000BONK,BUY,LIMIT,IOC,8719,0.0187229,0.0185380,FILLED,3756,8719,1745620743104,163.2449651
JELLYJELLY,BUY,LIMIT,IOC,63773,0.0258045,0.0253164,FILLED,1552,63773,1745620747444,1645.6303785
ARC,BUY,LIMIT,IOC,110,0.0603692,0.0593500,FILLED,110,110,1745620758182,6.640612
WCT,BUY,LIMIT,IOC,13,0.4032825,0.3994000,FILLED,13,13,1745620759390,5.242672499999999
STRK,BUY,LIMIT,IOC,3267.9,0.1562572,0.1548000,FILLED,3267.9,3267.9,1745620764208,510.6329038800001
1000BONK,BUY,LIMIT,IOC,32018,0.0187484,0.0186040,FILLED,2011,32018,1745620771254,600.2862712
SUIUSDC,BUY,LIMIT,IOC,121.1,3.566535,3.532322,FILLED,23.8,121.1,1745620773297,431.90738849999997
1000BONKUSDC,BUY,LIMIT,IOC,22296,0.0187769,0.0186256,FILLED,15795,22296,1745620773297,418.6497624
ETHFIUSDC,BUY,LIMIT,IOC,566.0,0.6143368,0.6080109,FILLED,156.4,566.0,1745620773297,347.7146288
BTCUSDC,BUY,LIMIT,IOC,0.007,95302.9,94926.0,FILLED,0.007,0.007,1745620773297,667.1202999999999
ETHUSDC,BUY,LIMIT,IOC,0.236,1805.15,1798.15,FILLED,0.236,0.236,1745620773297,426.0154
DOGEUSDC,BUY,LIMIT,IOC,1779,0.183449,0.182556,FILLED,1084,1779,1745620773297,326.355771
1000BONK,BUY,LIMIT,IOC,32542,0.0187758,0.0186482,FILLED,14230,32542,1745620774217,611.0020836
BSV,BUY,LIMIT,IOC,9.5,47.13533,46.52989,FILLED,2.2,9.5,1745620775048,447.785635
1000BONK,BUY,LIMIT,IOC,49127,0.0187997,0.0186411,FILLED,976,49127,1745620775563,923.5728618999999
TRUMP,BUY,LIMIT,IOC,66.04,13.468183,13.337000,FILLED,1.53,66.04,1745620775563,889.43880532
BSV,BUY,LIMIT,IOC,2.9,47.15658,46.52275,FILLED,0.8,2.9,1745620780148,136.75408199999998
MEMEFI,BUY,LIMIT,IOC,27918,0.0026080,0.0025730,FILLED,27918,27918,1745620780148,72.81014400000001
SOL,BUY,LIMIT,IOC,1.79,151.8483,151.1100,FILLED,1.79,1.79,1745620780148,271.808457
NEIRO,BUY,LIMIT,IOC,86430,0.00024284,0.00024070,FILLED,86430,86430,1745620793239,20.9886612
1000FLOKI,BUY,LIMIT,IOC,6380,0.0822189,0.0814690,FILLED,5776,6380,1745620798474,524.5565819999999
1000BONK,BUY,LIMIT,IOC,410358,0.0188908,0.0187527,FILLED,22921,410358,1745620816129,7751.990906399999
JUP,BUY,LIMIT,IOC,1602,0.4893291,0.4846511,FILLED,724,1602,1745620816136,783.9052182
1000PEPE,BUY,LIMIT,IOC,63380,0.0091908,0.0091316,FILLED,49393,63380,1745620816136,582.512904
1000BONKUSDC,BUY,LIMIT,IOC,1964,0.0188830,0.0187630,FILLED,1964,1964,1745620817297,37.086212
1000BONK,BUY,LIMIT,IOC,259630,0.0189331,0.0187933,FILLED,29721,259630,1745620822332,4915.600753000001
MEMEFI,BUY,LIMIT,IOC,53739,0.0026158,0.0025830,FILLED,53739,53739,1745620835261,140.5704762
FIS,BUY,LIMIT,IOC,695,0.2102156,0.2082897,FILLED,179,695,1745620835261,146.099842
INIT,BUY,LIMIT,IOC,49,0.8277886,0.8200000,FILLED,12,49,1745620836483,40.5616414
MEMEFI,BUY,LIMIT,IOC,22902,0.0026189,0.0025840,FILLED,22902,22902,1745620836493,59.9780478
MEMEFI,BUY,LIMIT,IOC,8321,0.0026251,0.0025890,FILLED,8321,8321,1745620840415,21.8434571
1000BONK,BUY,LIMIT,IOC,916,0.0189680,0.0188370,FILLED,916,916,1745620842197,17.374688
NEAR,BUY,LIMIT,IOC,2514,2.6732,2.6473,FILLED,265,2514,1745620844241,6720.4248
INIT,BUY,LIMIT,IOC,56,0.8281512,0.8207000,FILLED,56,56,1745620844486,46.3764672
1000BONK,BUY,LIMIT,IOC,5801,0.0189834,0.0188641,FILLED,838,5801,1745620845145,110.1227034
1000BONK,BUY,LIMIT,IOC,1689,0.0189964,0.0188490,FILLED,1689,1689,1745620846630,32.0849196
1000PEPE,BUY,LIMIT,IOC,10000,0.0092060,0.0091445,FILLED,10000,10000,1745620848191,92.06
1000BONK,BUY,LIMIT,IOC,22116,0.0190176,0.0188361,FILLED,3715,22116,1745620848597,420.5932416
MEMEFI,BUY,LIMIT,IOC,756951,0.0026286,0.0025939,FILLED,11640,756951,1745620852197,1989.7213986
MEMEFI,BUY,LIMIT,IOC,114348,0.0026303,0.0025950,FILLED,48636,114348,1745620856057,300.7695444
1000BONK,BUY,LIMIT,IOC,6305,0.0190320,0.0188531,FILLED,1173,6305,1745620864202,119.99676000000001
1000CHEEMS,BUY,LIMIT,IOC,20757,0.0014989,0.0014856,FILLED,9647,20757,1745620865414,31.112667300000002
1000BONK,BUY,LIMIT,IOC,69419,0.0190505,0.0188799,FILLED,1676,69419,1745620867369,1322.4666595
1000PEPE,BUY,LIMIT,IOC,98954,0.0091981,0.0091420,FILLED,29670,98954,1745620867369,910.1887874
MEME,BUY,LIMIT,IOC,69150,0.0022169,0.0021960,FILLED,45662,69150,1745620867370,153.298635
1000BONK,BUY,LIMIT,IOC,22323,0.0190550,0.0189000,FILLED,1536,22323,1745620872037,425.364765
BTC,BUY,LIMIT,IOC,0.024,95278.50,94900.00,FILLED,0.009,0.024,1745620872047,2286.684
HIGH,BUY,LIMIT,IOC,48.5,0.533263,0.523300,FILLED,27.9,48.5,1745620882504,25.8632555
MEMEFI,BUY,LIMIT,IOC,1792107,0.0026359,0.0026055,FILLED,180192,1792107,1745620883388,4723.8148413
TRUMP,BUY,LIMIT,IOC,1.31,13.485875,13.357000,FILLED,1.31,1.31,1745620885241,17.66649625
STO,BUY,LIMIT,IOC,68,0.1453089,0.1424500,FILLED,68,68,1745620885411,9.881005199999999
MEMEFI,BUY,LIMIT,IOC,2370,0.0026400,0.0026000,FILLED,2370,2370,1745620888259,6.2568
INIT,SELL,LIMIT,IOC,314,0.8068969,0.8138000,FILLED,314,314,1745620917347,253.3656266
INIT,BUY,LIMIT,IOC,2821,0.8245229,0.8179244,FILLED,109,2821,1745620934060,2325.9791009
VOXEL,BUY,LIMIT,IOC,1115,0.0841179,0.0822516,FILLED,651,1115,1745620936419,93.79145849999999
1000PEPE,BUY,LIMIT,IOC,3620072,0.0092194,0.0091492,FILLED,44171,3620072,1745620943158,33374.8917968
1000PEPE,BUY,LIMIT,IOC,2165,0.0092135,0.0091464,FILLED,2165,2165,1745620949135,19.9472275
1000SHIB,BUY,LIMIT,IOC,1858,0.014166,0.014077,FILLED,1858,1858,1745620957469,26.320428
1000SHIB,BUY,LIMIT,IOC,24387,0.014167,0.014077,FILLED,22902,24387,1745620959111,345.490629
1000PEPE,BUY,LIMIT,IOC,11542,0.0092150,0.0091545,FILLED,6456,11542,1745620961128,106.35952999999999
INIT,BUY,LIMIT,IOC,367,0.8260076,0.8183708,FILLED,2,367,1745620963208,303.1447892
1000PEPE,BUY,LIMIT,IOC,3298,0.0092164,0.0091580,FILLED,3298,3298,1745620966182,30.395687199999998
1000PEPE,BUY,LIMIT,IOC,629,0.0092178,0.0091543,FILLED,629,629,1745620969525,5.7979962
1000PEPE,BUY,LIMIT,IOC,430963,0.0092192,0.0091529,FILLED,106802,430963,1745620971076,3973.1340896
WLD,BUY,LIMIT,IOC,469,1.0536961,1.0479409,FILLED,166,469,1745620971076,494.18347090000003
1000PEPE,BUY,LIMIT,IOC,29936,0.0092231,0.0091595,FILLED,888,29936,1745620976088,276.1027216
1000SHIB,BUY,LIMIT,IOC,139490,0.014175,0.014086,FILLED,28302,139490,1745620991491,1977.27075
1000BONK,BUY,LIMIT,IOC,1083,0.0190699,0.0189100,FILLED,1083,1083,1745620993350,20.6527017
MEMEFI,BUY,LIMIT,IOC,33179,0.0026303,0.0025920,FILLED,33179,33179,1745620996124,87.27072369999999
VOXEL,BUY,LIMIT,IOC,1191,0.0845043,0.0828700,FILLED,1191,1191,1745620997358,100.64462130000001
INIT,BUY,LIMIT,IOC,453,0.8296574,0.8224000,FILLED,193,453,1745620999373,375.8348022
VOXEL,BUY,LIMIT,IOC,13816,0.0845801,0.0828290,FILLED,645,13816,1745621000681,1168.5586616
1000BONKUSDC,BUY,LIMIT,IOC,5000,0.0191013,0.0189421,FILLED,386,5000,1745621002232,95.5065
INIT,BUY,LIMIT,IOC,1498,0.8303518,0.8225831,FILLED,125,1498,1745621002421,1243.8669964
1000BONK,BUY,LIMIT,IOC,152069,0.0191063,0.0189296,FILLED,611,152069,1745621005383,2905.4759347
1000BONKUSDC,BUY,LIMIT,IOC,335,0.0191081,0.0189350,FILLED,335,335,1745621006527,6.4012135
1000BONK,BUY,LIMIT,IOC,7054,0.0191118,0.0189515,FILLED,429,7054,1745621009113,134.81463720000002
1000BONK,BUY,LIMIT,IOC,293229,0.0191321,0.0189674,FILLED,37190,293229,1745621011108,5610.0865509
VOXEL,BUY,LIMIT,IOC,654,0.0847136,0.0828500,FILLED,654,654,1745621026193,55.4026944
VOXEL,BUY,LIMIT,IOC,380,0.0850587,0.0838300,FILLED,380,380,1745621032331,32.322306
1000PEPE,BUY,LIMIT,IOC,593,0.0092300,0.0091693,FILLED,593,593,1745621035448,5.47339
1000PEPE,BUY,LIMIT,IOC,1031119,0.0092348,0.0091765,FILLED,41423,1031119,1745621040111,9522.1777412
1000PEPE,BUY,LIMIT,IOC,58810,0.0092364,0.0091785,FILLED,58810,58810,1745621043178,543.192684
DOGE,BUY,LIMIT,IOC,1199,0.183505,0.182600,FILLED,260,1199,1745621051467,220.022495
1000PEPE,BUY,LIMIT,IOC,237488,0.0092388,0.0091711,FILLED,3012,237488,1745621054264,2194.1041344
ADA,BUY,LIMIT,IOC,1757,0.71638,0.71300,FILLED,1757,1757,1745621054264,1258.67966
BSW,BUY,LIMIT,IOC,106733,0.0356433,0.0350942,FILLED,4260,106733,1745621060243,3804.3163389
FIS,SELL,LIMIT,IOC,6471,0.2057328,0.2075757,FILLED,856,6471,1745621067225,1331.2969487999999
EOS,BUY,LIMIT,IOC,8.3,0.695,0.692,FILLED,8.3,8.3,1745621078328,5.7685
DOGE,BUY,LIMIT,IOC,208,0.183525,0.182640,FILLED,208,208,1745621087387,38.1732
EPT,BUY,LIMIT,IOC,208556,0.0105524,0.0104094,FILLED,2067,208556,1745621092217,2200.7663344
EOS,BUY,LIMIT,IOC,15.9,0.695,0.693,FILLED,15.9,15.9,1745621103229,11.0505
SOL,BUY,LIMIT,IOC,7.25,152.0139,151.2600,FILLED,2.01,7.25,1745621105087,1102.100775
DOGE,BUY,LIMIT,IOC,1966,0.183562,0.182670,FILLED,776,1966,1745621105130,360.882892
DOT,BUY,LIMIT,IOC,208.6,4.319,4.293,FILLED,41.0,208.6,1745621106465,900.9434
FIS,SELL,LIMIT,IOC,1214,0.2052456,0.2070821,FILLED,251,1214,1745621108300,249.1681584
TRUMP,BUY,LIMIT,IOC,265.26,13.493977,13.356125,FILLED,20.94,265.26,1745621110290,3579.4123390199998
EOS,BUY,LIMIT,IOC,21.8,0.696,0.693,FILLED,21.8,21.8,1745621112267,15.172799999999999
BIGTIME,BUY,LIMIT,IOC,7608,0.0829197,0.0821252,FILLED,3975,7608,1745621115240,630.8530776
TRUMP,BUY,LIMIT,IOC,49.91,13.505232,13.369000,FILLED,49.91,49.91,1745621117473,674.0461291199999
FET,SELL,LIMIT,IOC,1352,0.7299346,0.7370610,FILLED,26,1352,1745621131066,986.8715792
ENA,BUY,LIMIT,IOC,880,0.3704618,0.3668000,FILLED,74,880,1745621136271,326.006384
MOVE,BUY,LIMIT,IOC,594,0.2436808,0.2414000,FILLED,594,594,1745621138045,144.7463952
MEMEFI,SELL,LIMIT,IOC,6184,0.0025368,0.0025740,FILLED,6184,6184,1745621144255,15.6875712
DEGO,BUY,LIMIT,IOC,3.2,2.2676118,2.2454000,FILLED,3.2,3.2,1745621144494,7.25635776
1000PEPE,BUY,LIMIT,IOC,5188,0.0092431,0.0091720,FILLED,5188,5188,1745621145048,47.9532028
JELLYJELLY,BUY,LIMIT,IOC,65423,0.0261926,0.0258116,FILLED,3908,65423,1745621156246,1713.5984698
EOS,BUY,LIMIT,IOC,1464.1,0.696,0.693,FILLED,1391.7,1464.1,1745621161086,1019.0135999999999
EOS,BUY,LIMIT,IOC,58.5,0.696,0.694,FILLED,58.5,58.5,1745621167354,40.715999999999994
MEMEFI,BUY,LIMIT,IOC,43354,0.0026297,0.0025970,FILLED,27219,43354,1745621168540,114.0080138
WCT,BUY,LIMIT,IOC,250,0.4068038,0.4030000,FILLED,250,250,1745621169324,101.70094999999999
MEMEFI,BUY,LIMIT,IOC,1063675,0.0026342,0.0026119,FILLED,983072,1063675,1745621171220,2801.932685
ALPACA,BUY,LIMIT,IOC,4186,0.1769396,0.1730959,FILLED,2559,4186,1745621171220,740.6691656
MEMEFI,BUY,LIMIT,IOC,70935,0.0026354,0.0026354,FILLED,70935,70935,1745621172263,186.94209899999998
BTC,BUY,LIMIT,IOC,0.028,95093.01,94866.70,FILLED,0.028,0.028,1745621173048,2662.60428
MEMEFI,BUY,LIMIT,IOC,34977,0.0026574,0.0026574,FILLED,34977,34977,1745621173293,92.9478798
PENGU,BUY,LIMIT,IOC,5393,0.0087600,0.0086830,FILLED,5393,5393,1745621173472,47.24268
1000XEC,BUY,LIMIT,IOC,3357,0.02528,0.02505,FILLED,115,3357,1745621173472,84.86496
ALPACA,BUY,LIMIT,IOC,643,0.1765918,0.1727188,FILLED,5,643,1745621173472,113.5485274
1000BONK,BUY,LIMIT,IOC,113064,0.0189380,0.0187976,FILLED,22946,113064,1745621174114,2141.206032
BSV,BUY,LIMIT,IOC,110.0,46.98153,46.45795,FILLED,13.8,110.0,1745621174114,5167.9682999999995
DEGO,BUY,LIMIT,IOC,2109.0,2.2627128,2.2479666,FILLED,42.5,2109.0,1745621174114,4772.0612952
BRETT,SELL,LIMIT,IOC,1613,0.0567826,0.0571900,FILLED,203,1613,1745621174176,91.59033380000001
DEEP,BUY,LIMIT,IOC,1323,0.1735260,0.1715445,FILLED,41,1323,1745621174277,229.57489800000002
MEMEFI,BUY,LIMIT,IOC,13910,0.0026783,0.0026660,FILLED,9821,13910,1745621174305,37.255153
LINK,BUY,LIMIT,IOC,9.50,15.081,15.032,FILLED,4.25,9.50,1745621174332,143.2695
MAGIC,SELL,LIMIT,IOC,1474.5,0.214077,0.215600,FILLED,258.7,1474.5,1745621174406,315.65653649999996
BTC,BUY,LIMIT,IOC,0.020,95142.95,94866.70,FILLED,0.020,0.020,1745621174571,1902.859
FHE,SELL,LIMIT,IOC,1913,0.1029158,0.1053707,FILLED,226,1913,1745621175174,196.8779254
MEMEFI,BUY,LIMIT,IOC,3459,0.0027014,0.0026650,FILLED,3459,3459,1745621175340,9.3441426
WCT,BUY,LIMIT,IOC,1152,0.4075877,0.4036000,FILLED,288,1152,1745621209111,469.5410304
FLM,BUY,LIMIT,IOC,30186,0.0349,0.0343,FILLED,27360,30186,1745621226381,1053.4914
RLC,BUY,LIMIT,IOC,22.3,1.2918,1.2649,FILLED,22.3,22.3,1745621239217,28.807140000000004
BANK,BUY,LIMIT,IOC,2424,0.0347344,0.0342574,FILLED,999,2424,1745621240275,84.19618559999999
NKN,SELL,LIMIT,IOC,183,0.04117,0.04185,FILLED,183,183,1745621242149,7.53411
VOXEL,BUY,LIMIT,IOC,2515,0.0871793,0.0852284,FILLED,87,2515,1745621246156,219.2559395
BIGTIME,BUY,LIMIT,IOC,1167,0.0831965,0.0824000,FILLED,1167,1167,1745621260501,97.0903155
JELLYJELLY,BUY,LIMIT,IOC,20601,0.0267204,0.0262554,FILLED,7811,20601,1745621266096,550.4669604
RDNT,SELL,LIMIT,IOC,8914,0.0276529,0.0279210,FILLED,3048,8914,1745621272108,246.4979506
GPS,SELL,LIMIT,IOC,1818,0.0221207,0.0225600,FILLED,1382,1818,1745621272108,40.2154326
FHE,BUY,LIMIT,IOC,3104,0.1081166,0.1055952,FILLED,242,3104,1745621272108,335.5939264
BTC,BUY,LIMIT,IOC,0.010,95226.94,94849.40,FILLED,0.010,0.010,1745621272108,952.2694
JELLYJELLY,BUY,LIMIT,IOC,11923,0.0267521,0.0262253,FILLED,6333,11923,1745621272108,318.9652883
MEMEFI,BUY,LIMIT,IOC,299871,0.0027044,0.0026688,FILLED,33267,299871,1745621274464,810.9711324
MEMEFI,BUY,LIMIT,IOC,4467882,0.0027180,0.0026762,FILLED,399929,4467882,1745621282519,12143.703276
MEMEFI,BUY,LIMIT,IOC,80690,0.0027099,0.0026742,FILLED,21195,80690,1745621284442,218.66183099999998
MEMEFI,BUY,LIMIT,IOC,83125,0.0027161,0.0026879,FILLED,55224,83125,1745621288080,225.7758125
JELLYJELLY,BUY,LIMIT,IOC,8921,0.0268356,0.0263400,FILLED,5521,8921,1745621298084,239.40038760000002
JELLYJELLY,BUY,LIMIT,IOC,11500,0.0269328,0.0264000,FILLED,505,11500,1745621302493,309.7272
