timestamp,open,high,low,close,volume
2025-05-14 04:30:00,8.6932,8.7962,8.6885,8.7841,57.03
2025-05-14 04:45:00,8.7892,8.8272,8.7624,8.8229,419.88
2025-05-14 05:00:00,8.8408,8.8749,8.7653,8.7653,237.93
2025-05-14 05:15:00,8.774,8.8885,8.765,8.8739,7577.76
2025-05-14 05:30:00,8.8775,8.8886,8.8273,8.8459,610.72
2025-05-14 05:45:00,8.8515,8.869,8.8129,8.8181,6939.46
2025-05-14 06:00:00,8.8327,8.8327,8.7493,8.7541,1451.39
2025-05-14 06:15:00,8.7969,8.8011,8.776,8.7831,109.25
2025-05-14 06:30:00,8.7835,8.7918,8.7558,8.7918,53.6
2025-05-14 06:45:00,8.7918,8.8067,8.7667,8.8067,136.11
2025-05-14 07:00:00,8.7911,8.7911,8.746,8.7465,25.49
2025-05-14 07:15:00,8.7611,8.7611,8.653,8.662,2350.64
2025-05-14 07:30:00,8.6146,8.6766,8.5993,8.6766,10183.81
2025-05-14 07:45:00,8.6653,8.6793,8.6237,8.6237,12628.26
2025-05-14 08:00:00,8.6456,8.6681,8.54,8.5893,2584.95
2025-05-14 08:15:00,8.6,8.6453,8.6,8.6453,361.57
2025-05-14 08:30:00,8.6497,8.6861,8.6126,8.663,59.04
2025-05-14 08:45:00,8.6388,8.6473,8.3805,8.4101,4874.15
2025-05-14 09:00:00,8.4214,8.5062,8.4214,8.4855,1506.83
2025-05-14 09:15:00,8.4643,8.5126,8.4481,8.5021,339.36
2025-05-14 09:30:00,8.4968,8.506,8.4612,8.4711,344.45
2025-05-14 09:45:00,8.4848,8.5209,8.4601,8.4902,2381.42
2025-05-14 10:00:00,8.4941,8.5295,8.4941,8.5269,255.58
2025-05-14 10:15:00,8.5448,8.6353,8.5251,8.6345,360.89
2025-05-14 10:30:00,8.6259,8.6328,8.5879,8.6101,105.76
2025-05-14 10:45:00,8.6098,8.6098,8.5628,8.5628,180.96
2025-05-14 11:00:00,8.559,8.623,8.559,8.623,237.49
2025-05-14 11:15:00,8.6072,8.6313,8.6072,8.6109,18.12
2025-05-14 11:30:00,8.6045,8.6596,8.5953,8.6533,72.63
2025-05-14 11:45:00,8.6473,8.6473,8.6213,8.6231,159.09
2025-05-14 12:00:00,8.6183,8.6221,8.5857,8.6107,91.1
2025-05-14 12:15:00,8.6081,8.6254,8.5957,8.5957,17.46
2025-05-14 12:30:00,8.5833,8.5912,8.543,8.5709,102.44
2025-05-14 12:45:00,8.563,8.574,8.4902,8.5225,33.99
2025-05-14 13:00:00,8.5182,8.5302,8.4407,8.5165,270.37
2025-05-14 13:15:00,8.5321,8.5455,8.4651,8.4689,519.52
2025-05-14 13:30:00,8.5074,8.572,8.4415,8.4415,453.16
2025-05-14 13:45:00,8.4486,8.4486,8.3846,8.4237,221.09
2025-05-14 14:00:00,8.464,8.4651,8.3783,8.3783,826.36
2025-05-14 14:15:00,8.3533,8.3693,8.3162,8.3323,914.77
2025-05-14 14:30:00,8.3414,8.3565,8.2766,8.3275,17741.63
2025-05-14 14:45:00,8.3275,8.3362,8.2839,8.2993,415.7
2025-05-14 15:00:00,8.2974,8.3715,8.2731,8.3715,188.21
2025-05-14 15:15:00,8.3624,8.3716,8.2754,8.3177,155.67
2025-05-14 15:30:00,8.3177,8.3584,8.2833,8.334,540.47
2025-05-14 15:45:00,8.3367,8.367,8.3159,8.367,37.56
2025-05-14 16:00:00,8.3744,8.4114,8.3457,8.4075,328.36
2025-05-14 16:15:00,8.4067,8.4067,8.3452,8.3476,57.56
